code,name,department_id
50577,PUERTO LLERAS,16
50590,PUERTO RICO,16
50606,RESTREPO,16
50680,SAN CARLOS DE GUAROA,16
50683,SAN JUAN DE ARAMA,16
50686,SAN JUANITO,16
50689,SAN MARTÍN,16
50711,VISTAHERMOSA,16
52001,PASTO,17
52019,ALBÁN,17
52022,ALDANA,17
52036,ANCUYA,17
52051,ARBOLEDA,17
52079,BARBACOAS,17
52083,BELÉN,17
52110,BUESACO,17
52203,COLÓN,17
52207,CONSACÁ,17
52210,CONTADERO,17
52215,CÓRDOBA,17
52224,CUASPUD CARLOSAMA,17
52227,CUMBAL,17
52233,CUMBITARA,17
52240,CHACHAGÜÍ,17
52250,EL CHARCO,17
52254,EL PEÑOL,17
52256,EL ROSARIO,17
52258,EL TABLÓN DE GÓMEZ,17
52260,EL TAMBO,17
52287,FUNES,17
52317,GUACHUCAL,17
52320,GUAITARILLA,17
52323,GUALMATÁN,17
52352,ILES,17
52354,IMUÉS,17
52356,IPIALES,17
52378,LA CRUZ,17
52381,LA FLORIDA,17
52385,LA LLANADA,17
52390,LA TOLA,17
52399,LA UNIÓN,17
52405,LEIVA,17
52411,LINARES,17
52418,LOS ANDES,17
52427,MAGÜÍ,17
52435,MALLAMA,17
52473,MOSQUERA,17
52480,NARIÑO,17
52490,OLAYA HERRERA,17
52506,OSPINA,17
52520,FRANCISCO PIZARRO,17
52540,POLICARPA,17
52560,POTOSÍ,17
52565,PROVIDENCIA,17
52573,PUERRES,17
52585,PUPIALES,17
52612,RICAURTE,17
52621,ROBERTO PAYÁN,17
52678,SAMANIEGO,17
52683,SANDONÁ,17
52685,SAN BERNARDO,17
52687,SAN LORENZO,17
52693,SAN PABLO,17
52694,SAN PEDRO DE CARTAGO,17
52696,SANTA BÁRBARA,17
52699,SANTACRUZ,17
52720,SAPUYES,17
52786,TAMINANGO,17
52788,TANGUA,17
52835,SAN ANDRÉS DE TUMACO,17
52838,TÚQUERRES,17
52885,YACUANQUER,17
54001,SAN JOSÉ DE CÚCUTA,18
54003,ÁBREGO,18
54051,ARBOLEDAS,18
